group_col,group_value,topic_cluster,topic_size,keywords
docform_cluster,c0004_r0000,4,40,"departure, palm, paris, stay, having, arrival, meeting, tell, guess, whats, stuff, request, sense, understand, guys"
docform_cluster,c0004_r0000,5,38,"island, lot, lots, free, gore, intelligence, rose, yes, story, ask, totally, wanted, dinner, money, great"
docform_cluster,c0004_r0000,8,38,"white, house, trumps, street, president, washington, book, men, reported, administration, attorney, federal, health, care, wall"
docform_cluster,c0004_r0000,3,25,"new york, york, new, steptoe, llp, americas, fabricated, chinese, trip, claimed, inauguration, led, love, age, wish"
docform_cluster,c0004_r0000,6,25,"china, knew, lunch, better, market, mara, short, change, open, major, luck, stock, brother, example, worth"
docform_cluster,c0004_r0000,2,22,"unless, earlier, morning, direct, fyi, close, left, law, reader, pass, minister, running, newspaper, talk, maybe"
docform_cluster,c0004_r0000,7,20,"boston, women, victims, california, suit, lawsuit, say, press, article, fed, civil, man, old, alleged, reporter"
docform_cluster,c0004_r0000,1,16,"data, regards, agree, job, months, looks, google, report, fox, new, million, news, right, sure, way"
docform_cluster,c0004_r0000,0,13,"case, lawyer, story, record, secretary, times, fact, agreement, helped, legal, hes, attorney, willing, wsj, girl"
