group_col,group_value,topic_cluster,topic_size,keywords
docform_cluster,c0004_r0002,4,37,"president, world, new, post, google, search, politics, washington, global, home, including, real, peace, lawyers, called"
docform_cluster,c0004_r0002,1,29,"house, foreign, policy, iran, women, general, agreement, deal, chief, states, called, trumps, congressional, agree, changes"
docform_cluster,c0004_r0002,5,23,"york, new york, new, morning, best, subject, interesting, interview, contact, better, international, true, profile, discussion, act"
docform_cluster,c0004_r0002,6,18,"want, change, funds, money, questions, things, macro, fund, big, investment, real, building, states, issue, way"
docform_cluster,c0004_r0002,0,17,"case, nominee, victims, department, sex, brown, general, attorney general, play, girls, criminal, update, having, william, video"
docform_cluster,c0004_r0002,2,13,"poetry, america, harvard, proposal, letter, initiative, new, course, send, interested, way, possible, project, education, science"
docform_cluster,c0004_r0002,3,11,"able, book, say, august, issues, published, documentary, things, competing, war, better, long, goes, henry, individuals"
