doc_id,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,topic_cluster
04842e76c17a3d9f50dd0759,5.2591567,0.0834607,6.8385983,3.8673313,8.117934,3.642521,7.751337,4.7872796,6.7545815,6.60716,1
05782c8bb1bda940f805d4fb,6.273579,1.5068173,5.4961143,2.8523355,8.364539,4.444495,8.919937,4.9744062,7.3930073,6.7993035,-1
078f63a8b8d78881d094541f,4.3018374,0.6186622,5.316937,3.4743583,8.059534,3.8378174,8.534279,5.699902,6.075546,7.2744927,1
0ac1dddf888e9d1ac1b4ca05,5.410263,0.86081624,7.406183,3.8584645,8.292872,3.413812,7.8889003,5.6894674,6.359029,6.939794,0
0cbe18e12aa6ade1fb5c34a3,5.257038,0.45093575,5.995263,4.049089,7.6409154,4.2569156,7.933627,4.2499495,6.8487844,6.9656477,1
11cc495b3efc1ed3eed739b0,5.4457035,0.94795096,7.365206,3.975137,8.297006,3.3161614,8.08478,5.6684813,6.255555,6.9725294,0
18b51f41b7d38b5183eeec46,5.4595447,0.23178335,6.2913737,4.200013,8.071952,3.6843688,8.189417,4.445003,6.737552,6.8141813,1
1d23aec8a0849790979768a6,5.1368465,0.60833985,6.3403416,3.3630404,8.639959,3.9422078,7.895561,4.6466684,7.044192,6.7193227,1
1f91abb8f9baec77a1076dbb,6.00054,1.3311472,5.9119606,3.824062,8.4009075,3.8199444,8.671259,4.620129,6.558983,6.6310363,1
1faf424e0bdd7501a3364e38,4.9385166,0.51893497,6.128275,3.5735075,8.227177,3.560255,8.420551,5.2894635,6.470156,6.931986,1
225a31aafe1ab05555e60208,5.0913486,0.26911077,7.3235393,3.5153804,8.392371,3.513778,7.434733,5.4090877,6.6625586,6.589728,0
24bb4fe11e7a43590c757191,5.991676,1.1838908,6.284562,4.488598,8.462891,2.9393108,8.613771,4.914651,6.35621,6.8360014,-1
26d776b2a829a3a807f5a612,5.580206,0.8610258,5.8735538,3.3605669,7.9899597,4.2561345,8.501443,4.907272,6.9647264,7.0911527,1
32bb789fdd5f59cc7b2e3d6f,6.088558,1.3393046,6.533885,4.443862,8.383148,2.9534361,8.640464,5.15881,6.2455873,6.9174066,-1
359966925a435f0865bc927a,5.6902914,1.011573,6.4130263,3.7668252,8.247287,3.58252,8.596553,5.0385947,6.4462748,6.827388,1
39ba6c8db42f461785968025,6.316143,1.5035298,5.59312,2.9264054,8.325197,4.5705237,8.8519535,5.1074643,7.2776523,6.9419107,-1
39cf17e6eb40c5fa0c47196c,5.2028713,0.6875002,6.143507,3.468931,8.449431,3.9004128,8.007833,4.2564607,7.136037,6.6968446,1
3a90c1ffc126662de45017a8,5.6106467,0.7871614,6.1420617,4.091801,8.550884,3.4439049,8.395961,4.364932,6.6506004,6.6239448,1
425a09078064665d74edff98,4.3977036,0.70839465,5.1813254,3.4180877,8.051922,3.9501562,8.620073,5.5898595,6.147964,7.4052687,1
43ab499dd13480ccf6e32665,6.368891,1.5679264,5.668085,2.9596443,8.421741,4.595182,8.855403,5.205894,7.184669,6.9972477,-1
4448717593d61b74bf387e4e,5.353171,0.05791445,7.5853662,3.2427404,8.48854,3.5897164,7.583871,5.2185163,6.978941,6.4396896,0
