doc_id,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,topic_cluster
00381fa51e0b1554bcc0b7ce,5.940452,12.652895,-0.36063966,-5.410574,-1.2229565,8.461665,10.728661,-3.8555622,8.752915,4.4888062,-1
003b6e650703ad5ad6a2b642,5.737077,12.583901,0.5289128,-5.3396997,-1.8952287,9.051374,9.644752,-3.0048501,8.741423,3.8460014,0
004a95da3750c87df7fba0e2,5.8107443,13.269543,-0.5197027,-5.0085588,-0.60691994,7.956489,10.841379,-4.4650464,9.370756,4.334246,4
006731098812453a458f3f48,5.705382,12.860356,-0.7367349,-5.4116626,-1.2790834,8.597146,10.891368,-3.0608735,9.009594,4.0344462,-1
006fb75fadf8cd1a33dd26c2,5.610241,12.76504,-0.34905335,-5.3312817,-1.2640711,8.250144,10.542176,-3.9395878,8.828117,4.483231,-1
008d3899a8e637c530fd58a6,5.257921,12.827592,-0.36477485,-5.101207,-1.634124,7.88395,11.410398,-3.3895063,8.370561,4.806325,4
00ac7ef1e265dcb355c20b4b,5.592565,13.052178,0.20352747,-5.15448,-1.1272001,8.983945,10.7157345,-3.1612408,8.374782,4.7565546,-1
00c79b6c3748fe2e1855dd6e,5.6706214,12.994963,-0.36693358,-5.4983625,-0.7165549,8.492339,10.748945,-3.2454188,9.31661,4.2770443,-1
017548042d248c41a51c73f7,6.183366,13.072487,-0.62214845,-5.268223,-1.326552,8.310795,10.70071,-3.2545488,9.007106,4.1370325,-1
01885aa226191ed0a174254f,5.3348517,12.954627,-0.67632025,-4.9510903,-1.2165517,8.448816,10.528966,-3.4417808,9.261031,4.1318626,4
027ff668a0c84dd9c7dfe8fc,6.5829525,12.831454,-1.1186672,-5.159069,-0.79777026,8.489023,10.969538,-3.1488948,9.244933,3.8256903,5
02926b4bbdc48603a6e7c408,5.9295654,13.112866,-0.60588646,-5.546371,-1.0225488,8.227099,10.779192,-3.2314293,9.269544,4.001696,-1
02e3aa63a6df84f88e76582b,5.313871,12.935322,-0.46245664,-5.38171,-1.0636625,8.255675,10.402027,-3.7566807,8.578062,4.762768,-1
02e72c8e99717bf0552ed4e9,5.8489823,13.0182295,-0.5573185,-5.1212926,-0.8014196,7.9409904,10.920326,-4.3700285,9.302466,4.3555593,4
03e9d42640388ef958b52ecf,5.7800827,13.108594,0.12804593,-5.601156,-1.2567321,8.18756,10.382998,-3.1230035,8.891051,4.7559395,-1
03f4e64ea6e59ce27617e911,5.6170297,13.187271,-0.30929077,-5.7170863,-1.2762595,8.4068165,10.320457,-3.048842,9.05549,4.485835,-1
047d4498c5f0e51405687467,5.0357165,12.872018,-0.24127296,-5.587202,-1.566773,8.298158,10.225579,-2.6961522,8.654659,4.7781363,-1
04bc1aeaf258ad0407c5140e,4.9962606,13.032975,-0.6541912,-4.9267845,-1.3630581,8.333089,10.668133,-3.2492828,9.166922,4.1964607,4
