doc_id,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,topic_cluster
01a56153db922fcdc7c16f6d,6.60897,4.7836328,2.114835,3.460547,4.464045,6.1105275,4.8273067,7.475017,3.3330607,4.1470375,-1
01d15a16f4a5b8161d44725e,7.4135256,3.8664455,3.169574,4.292313,5.441872,5.8439817,6.498079,6.6007195,3.5451117,3.3277397,-1
01d514ffc7914d31ca0cb4e9,6.782872,4.5865955,2.5204296,3.4811761,4.762976,6.5145855,4.827684,7.0747933,2.8830392,3.98229,-1
0d06c46110ce59a614b967f5,6.581903,4.6344495,2.485051,3.6337914,4.3918133,6.3661246,4.7118177,7.1727877,3.363826,4.3382325,-1
1008fa7e4c106ae42e8df4e2,7.4204583,3.9820707,3.313261,3.9905505,5.5675197,5.839452,5.9809847,6.6122503,3.8011599,3.6113207,-1
10a50d4186adc895bffdeff2,7.32804,3.7502866,2.7197695,4.3784127,4.989084,6.159363,5.996173,6.9658136,3.1005218,3.2303135,-1
163d8e375ca4095866c2fc84,6.9926577,3.8628585,2.7408543,3.83148,5.3728623,5.1507025,5.5962744,7.266911,3.8297539,3.604938,-1
18299d203d1a1c8672c2b59d,6.6346173,4.980293,2.283717,3.3727133,4.335557,6.3691545,4.581959,7.2362494,3.3541422,4.408531,-1
1c64f56c3f2f3174c8da6cc7,6.6829305,4.677933,2.158248,3.5316212,4.244081,6.4271903,4.750442,7.4091525,3.2405884,4.4432926,-1
23b5da4bb46c00c4573f7dd7,7.3602133,3.4416,3.023949,4.232915,5.625541,5.3623066,6.3201694,7.0325356,3.7914808,3.3070056,-1
3a6c98410182de27020e93e7,7.473399,3.7590668,3.079574,4.5245743,5.425418,5.70467,6.577022,6.3929257,3.7895315,3.6254575,-1
3b9e9354e9d7570e401cc1ab,7.0948834,3.6363533,3.2293644,4.192796,5.557745,5.1321645,5.9428487,6.847722,3.796114,3.2695801,-1
3f44ce66587250da69fd2082,6.804893,4.124987,3.095698,4.074122,4.6018386,6.707206,5.4403214,6.533305,2.6609044,3.3925986,-1
43c145fe8ca0dfa5103f2244,7.139758,3.9927769,2.4789412,4.090035,4.7631745,6.138078,5.5334797,7.226116,2.8882864,3.4017425,-1
4cd648d808adc914e758344f,6.976022,4.48775,2.2527812,3.5842845,4.8551135,5.6779103,5.272619,7.3855305,3.4380534,3.8098347,-1
4e17cd273a7978df86bd6399,6.7259984,4.6216288,2.361922,3.369327,4.794105,6.255173,4.7027783,7.300206,2.9489105,4.077705,-1
526772a3152a360f33cb29d1,7.3872066,4.4149675,2.5689557,3.8775742,4.9819865,5.613623,6.077149,7.0426087,3.5722306,3.4487581,-1
6239d6eb830b729c16f0b596,7.3437266,3.8662786,2.6122017,4.2478366,4.85471,5.9381256,5.976793,7.1865363,3.0511458,3.0342922,-1
91ee61fa1251f87f390fb130,7.0927534,3.9463062,3.234569,3.768333,5.5394907,5.366305,5.3601174,6.9641566,3.8881073,3.6043968,-1
a2996a90ada29f76eb2190d4,7.525281,3.6586323,2.2697756,4.0263357,5.3460875,5.589727,6.3356395,7.4159226,3.8357491,3.7872653,-1
a3394d45daa16de01bc30850,7.060589,4.3670745,2.3782947,3.7479825,4.8651366,5.8163314,5.3050027,7.2310643,3.1333692,3.6287496,-1
a892e5acd57707fcab408fb6,7.1350245,4.190406,3.2699416,4.1498146,4.7974043,6.913035,5.632648,6.338107,2.743971,3.3861392,-1
b1b97961bbca5f97ac8c4e04,7.2854414,4.309268,2.1973403,3.7603416,4.9174457,5.585232,5.830003,7.4113297,3.496907,3.5804932,-1
c278880530716302cd192ea2,6.948025,3.73162,3.05644,3.7589178,5.63524,5.1122084,5.3910036,7.184572,4.0194693,3.6930733,-1
c3e338afbf69d7be36a0fd79,7.577664,3.506724,2.718425,4.1228147,5.6112394,5.622091,6.4179406,7.1208196,3.9809716,3.7739618,-1
d75d677a1668003adcc5027d,7.54974,4.2834687,3.1913297,4.0905504,5.4623446,5.827769,6.3969784,6.496809,3.8271651,3.5770137,-1
da925f2bea84d9868b290445,7.004224,4.1341376,3.20018,4.0226507,4.8101172,6.84783,5.4776864,6.409648,2.8153152,3.508261,-1
dccd986bc401eb4b57614b55,7.4306173,3.5621676,2.3644304,4.2563124,5.01054,5.866883,6.1414533,7.4837775,3.207939,3.121851,-1
edf45506af1135429d3b2fda,7.5111723,4.0804095,2.6700454,4.4222136,5.193483,5.667956,6.675087,6.5423403,3.780859,3.7032387,-1
f5e60e8de53d427abbb65958,6.375505,4.651174,2.1415484,3.4097755,4.395687,6.45003,4.5023665,7.544697,3.3166664,4.5592914,-1
fa92e7935eb8aac0773edb05,7.4078174,3.5453176,2.1427412,4.072703,5.1263194,5.6828136,6.084603,7.680376,3.5075884,3.4995275,-1
