group_col,group_value,topic_cluster,topic_size,keywords
docform_cluster,c0007_r0001,2,31,"need, new, ask, way, yes, days, world, maybe, want, great, question, bring, talking, having, town"
docform_cluster,c0007_r0001,1,22,"trumps, right, best, guy, friend, mbs, happy, friendship, idea, smart, money, exciting, makes, talking, thats"
docform_cluster,c0007_r0001,0,11,"york, new, want, things, end, bad, schedule, town, entire, doubt, days, ones, bring, right, long"
