doc_id,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,topic_cluster
01d15a16f4a5b8161d44725e,4.9832573,8.708321,11.085716,10.134949,9.858267,10.9557085,4.1888547,1.882958,11.241532,6.061712,1
0b1896c33b4f6fa47cbcefec,5.2241583,9.24527,10.809393,10.188735,9.250959,11.103692,4.0623245,1.8311032,11.428699,6.4337583,1
0ea9fd65590f1e6840c8623f,5.0067897,9.486056,10.5601015,10.426125,8.964104,11.044963,3.6222384,1.8679782,11.10886,6.707423,1
1300a2498d1631b83863f07d,5.0576453,9.206028,10.430305,10.565923,8.539047,11.331009,3.5518277,2.1463776,11.154922,6.654802,1
23b5da4bb46c00c4573f7dd7,5.037322,8.844284,10.800669,10.573995,9.604229,10.813971,4.1848664,2.1075606,11.074286,6.1912208,1
28c46880111a1767e4b99b40,5.2155166,8.92486,10.684498,10.334603,9.563835,10.815359,4.197271,2.0089023,11.405755,6.566317,1
3a6c98410182de27020e93e7,4.8631845,8.992591,11.025023,10.24028,9.823172,11.1471615,4.179405,1.7180455,11.380185,6.2273545,1
3b2cedff3ebfbf2e2bce593c,5.1164336,8.845019,10.829543,10.531231,9.289352,10.778702,3.8223808,2.025559,11.112491,6.4826803,1
3f44ce66587250da69fd2082,5.0819063,10.122098,10.420798,10.099743,9.736515,11.994273,4.7968206,1.7863355,11.02457,5.2117953,1
4616e5a507f8eff4ae279fb1,5.570096,10.09745,10.126898,10.585592,7.1215963,11.943114,3.226274,2.3170602,11.069243,6.3410316,1
49b210694fe9f26f07251344,5.068843,9.943905,10.202096,10.756226,8.15059,11.512161,3.1993816,1.9255725,10.819021,6.7942033,1
52cbe0b11779068b7358b66a,6.378109,6.912574,10.764363,9.183369,8.647991,10.030824,4.556165,4.578759,10.207598,3.501614,0
538546ccc924f4f9bed9092a,5.5274186,10.25339,10.007927,10.706974,6.9666557,12.096328,3.312725,2.4739056,11.028899,6.353043,1
