doc_id,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,topic_cluster
09373095d1a4c2be213fca2b,8.257468,12.715463,1.5843467,9.616937,-0.5514209,6.6187263,9.766224,5.9723854,5.672739,4.622996,0
0ea610324b96b2f3a9e8ff45,7.7421784,12.734799,1.9725027,9.531719,-1.1321267,5.565322,10.917992,5.150355,4.639371,5.5406666,1
17a0ac85c0026b4b608acd6b,7.9801946,12.860694,2.1390285,9.419589,-1.3538657,5.6059175,11.065635,4.9701376,4.4409037,5.119935,1
1a27110bd02aa0f7cf09d971,8.20752,12.223944,2.4649448,9.457717,-1.2609433,5.8772545,10.788386,5.599077,4.656514,5.3659225,1
1a44293f9397ed24727e55bb,8.924997,12.481476,2.194049,10.200532,-1.1771829,5.7400727,9.650236,6.4079933,4.5782933,5.5191574,2
1dc92fe0fe1b909cc37487b8,7.9592814,12.946265,1.7805839,9.471799,-0.46996164,6.8607254,9.438896,6.199717,5.417732,5.3906064,2
248a4a3946fca1604026b144,7.999272,12.506312,1.8520107,9.572112,-1.5073634,5.535078,11.045696,5.241866,4.7343297,5.3121243,1
2c31268e421739422a8f4318,8.099271,12.009782,2.3091094,9.610774,-1.0923353,5.74236,10.697118,5.8067336,4.90201,5.2820573,1
4033719d3b663616b38638a4,8.54117,12.733245,2.30357,9.851342,-0.77902806,5.5806303,9.658252,6.2328787,4.6033974,5.5528975,2
51208bdd6d6672f9335dcbbf,8.395261,12.14344,1.907443,9.671732,-0.5220616,6.4827604,9.655114,6.471881,5.6166744,5.0085588,0
5a9b997d1d2f2a91e02783af,8.109934,12.69052,1.5695722,9.624666,-0.49775368,6.9111753,9.775087,6.0637445,5.9940434,4.3888373,0
71fd3795212ed8f3d7a97090,8.369237,12.908314,1.4932407,9.760846,-0.45095104,6.6842923,9.567445,6.0311203,5.924055,4.231146,0
7cc1daf160b1e2df64cb01d3,8.130999,12.573187,1.9759467,9.543962,-0.39393315,6.2597446,9.569906,6.355665,5.136563,5.760798,2
80a972e62c7c681808766964,8.656541,11.8162775,2.3504128,9.942709,-1.0563163,6.0436516,9.950026,6.51546,4.938699,5.5328817,2
842721e954c24753a92af7f1,8.280894,12.538636,1.6600635,9.775965,-0.7199775,6.6592426,10.015732,5.962166,5.8648796,4.201784,0
8754dddf3898a201f50cfa32,7.9749656,12.560488,2.0709498,9.6133,-0.6288542,5.8093905,10.461389,5.694194,5.2053056,4.6530576,-1
8b0c7eccd8c7277bfc5801d7,7.903236,12.619652,2.2112918,9.454431,-1.2808619,5.1905518,10.92388,5.0435514,4.686019,5.0759387,1
a7def69d07dfab3110f5af40,8.589698,12.786003,2.1916955,9.947332,-1.2892226,5.496353,10.161462,5.866252,4.3280907,5.675952,2
bc0e8d325a8fe1b56ce803f2,8.391641,12.418746,1.6241299,9.715186,-0.5599211,6.7823586,9.636053,6.275209,5.890368,4.5419707,0
c1357be372e514a976e46095,7.906981,12.575449,2.03544,9.403306,-0.42984024,6.1922383,9.905137,6.111081,5.0778856,5.7621517,2
c14bc3c091fbfb60735c0f38,7.8835692,13.015962,1.7638086,9.456585,-1.4644334,5.506327,10.873231,4.95913,4.5220766,5.4368896,1
c29770223ede86db02d713f9,7.9075522,12.651259,2.0086026,9.551161,-1.5493197,5.1436524,11.122291,4.9188466,4.5062337,5.2074127,1
d2766acbb201c7d41137e2f6,8.515163,12.259463,2.4448426,9.82587,-0.85833806,5.601475,9.999861,6.201971,4.8376055,5.0606604,2
d4ec73f5bedf22657a853ed5,8.450182,11.791609,2.3422391,9.760092,-0.85699964,6.151906,9.960135,6.485553,5.0692167,5.5760694,2
debebcd5aacb77492cbf1785,7.8318186,12.930463,1.9047856,9.335268,-0.5459689,6.878721,9.37277,6.1943083,5.247457,5.6193123,2
e5ac0844c401c3d64d0f0c84,8.947558,12.631379,2.2997043,10.192012,-1.1977692,5.5568275,9.654046,6.395013,4.4109116,5.7085214,2
ea83893b547bff0d9f0c4a59,8.487707,12.689484,2.207941,9.763296,-0.4104992,5.7566214,9.512456,6.3431964,4.935146,5.3334713,2
f186c4b0d9a2fbf7abcc81c0,7.846838,12.720302,1.9907117,9.506908,-0.8476253,5.73246,10.792709,5.321555,5.0175643,4.790632,1
f487dc3e312c19a2208206a0,7.8932385,12.64221,1.9199666,9.381739,-0.20771906,6.2855864,9.789102,6.1719017,5.355192,5.435531,2
fdd8e098dd66d59facb6a70f,8.248578,12.564402,2.402697,9.70038,-0.9072764,5.1861005,10.252101,5.723096,4.627626,5.108351,2
