doc_id,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,topic_cluster
c4f16cfc0c98e1125498743c,1.1638252,4.340124,9.874223,3.9368758,1.3022467,8.398861,10.651033,9.151284,6.67334,9.00556,3.0073502,3.2973626,5.8390117,4.7984138,3.4676752,19
c5d778ab946582e270986bfa,0.014568773,3.7139196,10.220654,6.0015397,1.8143487,8.503271,9.00248,9.447856,6.935845,7.97636,4.1084385,2.704587,5.4160094,3.9435017,3.4732125,4
c96ba2b3e7af6954268ca038,1.0630345,4.248434,10.017159,3.8265748,1.0968721,8.176639,10.472525,9.359269,6.2882175,9.130846,2.995284,3.3691306,5.5197787,4.9826627,3.4230068,19
c9a14c6b1ee0720051f89561,1.4716862,4.064013,9.582156,3.6866853,1.0190002,8.302881,9.897449,9.892967,6.004847,9.422318,3.0607386,2.819062,5.7795415,4.415462,3.78602,30
cb33bb5d82e3e2c1c3c84cbc,0.7921928,4.538211,9.355128,4.503489,0.73280346,8.262216,10.247914,9.640396,6.4250183,9.725798,3.0456326,3.0062747,5.7390065,3.8116746,3.2897348,-1
cbd91d3c41590cbc4f333a6d,1.1628871,4.4316163,9.852074,4.148697,1.0472372,8.295093,10.001617,9.5413685,6.350189,9.371576,2.8554149,3.1269515,5.769924,4.4473267,3.5699975,-1
cc8a29e69e63b439546cf739,1.431751,4.3155556,9.346301,4.999403,0.4722076,8.2103815,10.2539,9.839233,7.3116183,10.139883,3.0143054,3.5155678,5.7585735,4.837611,3.3418767,48
ccf45d678e4ca220580c7d5f,0.9969608,3.9875774,9.881296,4.123226,1.1190134,8.280719,10.335585,9.391603,6.254834,9.177961,3.2411547,3.5805838,5.252859,4.963971,3.2117357,19
cd8ddc79e1025e8e14d5286f,1.393014,4.0563173,9.735413,3.8108766,1.0866556,8.201015,9.705396,9.895778,5.944282,9.32243,2.9870045,2.6789544,5.7992334,4.360549,3.9633772,30
d1fd72d88891309f73d638df,1.488499,3.8783088,9.133382,3.5396872,1.132627,9.080058,10.119416,9.834864,6.3767743,9.399028,3.4297953,3.347583,6.116715,4.9131136,3.286879,8
d5c77b405d2a1e448c6488e5,1.4317428,4.2983503,9.348582,5.002067,0.4685353,8.190367,10.263972,9.847779,7.321938,10.125044,3.0031025,3.5101554,5.77185,4.8536515,3.3609037,48
e2627565013e096a7219c189,0.25179487,3.6734426,10.0696,5.741985,1.7370294,8.458662,9.225011,9.513672,6.884756,8.197031,4.0456057,2.8394382,5.369478,4.0348268,3.4323206,4
