doc_id,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,topic_cluster
81cc957dc912b70adfbd514e,0.9789216,3.8390176,9.521886,4.651303,1.2024148,8.382173,10.293414,9.380194,6.472467,9.1355,3.4194682,3.2693572,5.3106294,4.050514,3.325948,-1
81d554ece657e3efce426758,1.6284237,4.031222,9.40117,4.4588323,1.1017995,9.201288,9.936683,9.531212,6.6392064,9.027018,2.9459746,3.4002666,5.6161976,4.727043,3.307756,9
81df432c665f994ace560306,1.6150184,4.1684923,8.358103,4.6830564,1.1262463,9.232848,8.356381,10.424964,6.6658435,6.612286,0.49499872,1.9127971,7.088654,3.8496628,4.733558,1
81efbc458a9f2e05c4089691,1.0193529,4.0205374,9.559561,4.256609,1.269937,8.694073,11.0329075,8.68135,6.8313613,8.913177,3.291049,3.3084328,5.521776,4.5724764,3.2311742,-1
838dbd8ac5084c6b26fca6fa,1.4292148,4.1226196,9.657539,4.827198,1.2247964,8.633714,10.258664,9.219256,6.9530735,9.090555,2.7989519,3.4902723,5.653802,4.571928,3.531511,-1
83d576912244834dd7597594,1.3742596,4.406282,9.580356,4.462883,1.0839218,8.725597,10.4352665,9.287362,6.692298,9.744784,3.1681767,3.857924,5.2984247,4.5436287,2.9634113,-1
83fec5df59fd4e36c7058966,2.034564,4.339927,8.940259,3.058873,0.7961995,8.548237,10.894891,9.814055,6.3184314,9.6981325,2.8921869,3.081159,5.9267216,4.56604,3.5231829,23
84a2b2e82905a7c54e0b57ec,1.4237183,4.5325265,9.366376,4.337676,0.87463874,9.18536,11.00313,8.658982,7.304416,8.712256,2.1536307,3.2053401,6.2992673,4.9491534,3.591273,56
8629a1f074e56cc4933ed1bb,1.3029158,4.0308027,9.460794,4.4765596,1.2296941,8.535495,11.271417,8.585857,7.100721,9.163616,3.1231043,3.5836384,5.396286,4.773383,3.2167087,54
8629f797093512e1e5d97593,1.4103425,4.0209455,9.132259,4.5879164,0.22651093,8.007672,10.057522,10.2687845,6.853345,10.326349,3.134095,3.3083255,5.893077,4.8484435,3.439561,47
8693e1369cda658359a4f999,1.4968065,4.9559712,9.757268,4.4557986,1.2464384,9.380724,9.917629,9.484516,7.424087,9.154118,2.1209981,3.4178994,7.6729527,4.7163644,3.5773172,5
870713373da185aa63e088b5,1.3867329,3.7681837,9.620255,5.052724,1.2159017,8.694263,10.231644,9.22545,7.0790715,8.772647,3.0224962,3.3517706,5.5193734,4.7106066,3.5821278,-1
88534a3bffdabcf98a9a6409,1.4323518,4.0180025,9.109062,4.606622,0.21002941,8.018827,10.022336,10.297643,6.86163,10.368296,3.1467776,3.3222218,5.874093,4.8550277,3.4200478,47
8867d0b891c3d4fe0a099e62,1.1396874,4.280674,9.230148,4.162296,0.6714292,8.497181,10.250201,9.646059,6.4554205,8.89935,2.3535254,2.6909463,5.993083,4.3344517,3.833158,24
8876639491eca88ccaa01073,1.4453584,4.4575233,9.357742,3.8199804,1.4532409,9.095486,10.554923,9.253707,7.03849,8.802087,2.7190096,3.1255584,6.9856615,4.688203,3.5701826,33
888e00514ca1db3d6c08fd64,1.459842,4.069631,9.291275,3.9193888,1.2325777,8.964058,10.112496,9.697484,6.582254,9.0041275,3.032124,3.2338583,6.1098213,4.7785044,3.4684699,8
88cff39aa25e8db9e0762ade,1.3604808,4.5167313,9.302016,3.7864099,1.3726519,9.121294,10.202285,9.505872,6.9308596,8.5903225,2.453817,2.8271716,7.259462,4.6012015,3.8057473,34
89089947fa76b293a081407a,1.2551765,4.0716257,9.21836,4.4596777,0.49076477,8.115188,10.637951,9.710333,7.0941195,9.997738,3.1444752,3.3727715,5.9041977,4.8987107,3.42267,-1
8951ab2c8c366776d1f669a2,1.0708094,4.3406434,10.034949,3.823496,1.1003835,8.173423,10.562779,9.285461,6.3759418,9.095963,2.8908324,3.330502,5.597635,4.947192,3.4793603,19
898474096af4e30d5ba59968,1.9431603,4.103613,9.265978,3.5632784,1.2483708,8.296739,11.48265,9.262158,6.7196207,8.922146,3.1616127,3.667902,5.1399794,5.074241,3.1693099,-1
89a73292a65f225d255208f8,0.85569614,3.7434752,9.605799,5.137766,1.2456785,8.535129,9.888453,9.564674,6.6758823,8.860759,3.5887425,3.218244,5.2059393,4.151143,3.2683384,16
8a75813c042d6f61018997f4,0.91847897,4.4986463,9.766976,4.1063952,1.2327423,8.976106,9.6961975,9.476558,6.5146155,8.656266,2.6640422,2.6039293,6.4783864,4.4301987,3.9299428,26
8ae579ade1f7b386eced3aca,0.31172767,4.955373,10.090755,4.9885745,0.70426863,9.39637,9.6572485,9.253994,6.920858,9.537895,3.0210862,3.7151856,5.9197206,4.323711,2.910415,45
8b377eb78c78afe4c52ea9b6,1.2664084,3.6063275,9.486594,4.020412,0.3501622,8.030981,9.516026,10.52046,5.8826065,9.833764,3.2248483,3.1266434,5.5874753,5.0113425,3.5891693,27
8b568c449abd02c487b904e8,0.87488264,4.4390216,9.740485,4.208466,0.4791169,8.622215,9.983304,9.90914,6.2196045,10.583756,3.7184312,3.7847488,5.334681,4.6298523,2.6933827,14
8bcc7e8593d5412f886ecc28,1.4758774,4.586305,9.314763,4.1747017,0.89691585,8.931323,10.958567,8.921721,7.2352905,9.020238,2.3301857,3.159583,6.294133,4.833578,3.618232,-1
8be87ffd829637a598c98c47,1.2314004,4.108625,9.238905,4.365473,0.5463987,8.092254,10.81591,9.586151,7.116695,9.900455,3.1188385,3.3698003,5.8527527,4.9166317,3.434915,-1
8c9eca782cfc182346cccb47,1.4650731,4.351563,9.787951,4.719754,1.1461444,8.496031,10.028508,9.457492,6.89054,9.351281,2.6636302,3.5312383,5.8763223,4.5951786,3.5953617,-1
8ddeaf32ee65755f50f00f0d,1.3832994,4.357826,9.354573,3.887041,1.4076122,8.858475,10.244276,9.559649,6.904085,8.700765,2.7151258,2.8930726,6.9800043,4.5733614,3.7384071,-1
8e951912b3106e692f305755,1.6156815,3.9078279,9.516822,4.038464,1.3166268,7.945621,9.626588,10.093873,6.0953765,9.366323,3.1358416,2.892661,5.583473,4.063205,3.9341612,31
8ec8a78ef93f2d57496e45e0,1.5062898,4.951261,9.749526,4.4632645,1.2408214,9.368718,9.912278,9.492012,7.416517,9.161011,2.1251454,3.4106536,7.6610756,4.729901,3.5735376,5
8f1b3ac1132472ce72a329d4,0.8588359,4.156209,9.8164625,4.157622,0.5243418,8.466716,9.962891,9.974521,6.120297,10.513507,3.9578133,3.8313887,5.1552134,4.8617415,2.6517396,14
8f679e6a388b132ce2de974e,1.681927,4.221345,9.248166,3.2951536,0.7916914,8.488973,10.584654,9.78073,6.1364202,9.631388,3.0308175,3.0100348,5.979561,4.505879,3.5079947,23
8fa99a46c0c319b00bf3d7f5,1.0409132,3.83306,9.402361,4.29559,0.9941831,8.910847,10.933401,8.794842,6.4653406,8.923282,3.1267228,3.3880215,5.3317122,4.4906883,3.1254034,-1
91f86eb3035ce226ce71d24e,1.179875,4.5231957,9.724815,4.3704705,1.5316101,8.802499,10.935083,8.557355,7.243856,8.833216,2.8340447,3.3132946,6.1299224,4.549477,3.4125588,36
929cad98770e4de78839721f,1.3670352,3.3090746,9.689071,3.6606536,1.2704282,8.01607,10.3607435,9.902188,6.1830196,9.20124,4.1444106,3.6790109,5.0512514,5.592637,3.039377,22
92e203a67e64825c291abe79,1.4152945,3.2587795,9.716869,3.6952536,1.333063,7.9534426,10.432651,9.875305,6.2028217,9.116303,4.1894407,3.7585971,4.941498,5.647542,2.9969077,22
937dc533a34508f6cf99f12e,1.0514404,3.9686918,9.882046,3.896782,1.5310222,7.9647274,10.677066,9.251531,6.954927,8.890922,3.6608028,3.1644,5.670297,5.237418,3.562675,6
93a7e86b412e93a6c795ff5c,0.8647709,4.2270775,9.802696,4.199423,0.48619327,8.51482,9.955445,9.963815,6.1573753,10.564083,3.9048982,3.8073025,5.221571,4.803967,2.6707082,14
9453b771a9749b92983782fe,1.3293031,4.241427,9.553897,4.3133435,1.4786763,8.674191,11.252901,8.481092,7.142955,9.028847,3.1033256,3.5778005,5.6197557,4.7269077,3.1975565,54
94726055ccb75b32dce17056,1.277897,3.6225414,9.62933,4.914396,1.48652,8.258686,9.721481,9.826334,6.673952,8.882372,3.719785,3.1884358,5.251933,4.3011966,3.4672816,15
949b554ca4c4e72a032c00eb,1.3706988,3.9893017,9.938614,3.7421443,1.1827523,8.171426,9.572859,9.854164,5.720286,9.150367,2.9698365,2.394581,5.867656,4.416967,4.1743655,30
955cb2607774b34f13f807ee,0.40821788,4.0918736,9.6168375,4.9496403,1.1344479,8.2985935,10.736402,9.443546,6.9906516,9.210794,3.6594195,3.5862823,5.722958,4.0418158,2.930803,35
97e3d86f097a9d7a38829522,0.99940896,4.030527,9.178955,3.6817663,0.82600445,8.668492,10.697423,9.838538,6.8100886,10.02945,3.859058,3.6954205,6.2371097,5.0315385,2.8873024,17
97f524708a1133940633cc97,1.0729773,3.726477,9.143425,4.4981785,0.9388111,8.567648,11.02368,9.180249,7.332774,9.331961,3.330607,3.4632099,6.1920815,4.8343916,3.3390052,-1
98093e3be736c8b57e9a5cbb,1.2881676,3.9778397,9.453083,4.803847,1.0070094,8.4857855,11.007703,8.786841,7.1643705,9.32433,2.9516506,3.6108372,5.4394965,4.810361,3.3243642,-1
9855453f52bfe9a7f419972a,1.7952205,4.3415284,8.9744,3.1131692,0.85130835,8.57798,10.848382,9.777968,6.4493403,9.6754055,3.008109,3.070264,6.1907425,4.6242595,3.4750206,23
9900361fbc4d0b8643af8fc2,1.0112275,4.196438,9.33076,3.846274,0.7395101,8.282088,11.398559,9.159383,6.8422947,9.498159,3.2596774,3.3562431,5.6377573,4.741459,3.2030737,-1
9946d1315c23b6bd75f96aa2,0.90457296,4.3554015,9.688427,4.1211076,0.51583505,8.592636,10.046148,9.936274,6.2332063,10.5331745,3.7685547,3.76874,5.394116,4.691766,2.7146208,14
9b6ecd25f8f7f7a9fb28f28c,1.0593901,4.4514737,9.218122,4.2120337,0.7592186,8.093466,11.645311,8.861408,7.3150043,9.017749,2.3760006,3.1337695,5.7539697,4.724459,3.7464345,53
9cde9be5d9bd89d8039968dc,1.3682163,4.194834,9.555571,4.3447795,1.4973285,8.584369,11.258801,8.504914,7.060997,9.075128,3.1493032,3.6788187,5.385055,4.723381,3.142827,54
9d27019eddefdaee1669712e,0.8966343,4.4842043,9.428428,5.092712,0.48477104,8.425876,10.424119,9.508065,7.4610615,9.58925,2.560508,3.405746,5.9094014,4.7785587,3.5109813,41
9d6309022dcaac611c4d3cdf,1.0166624,3.987315,9.7880745,4.3720455,1.5351635,8.232842,10.54211,9.214855,7.054901,8.95191,3.6791513,3.26599,5.769992,4.881098,3.3500333,6
9deb92f781cfc2389ad20135,1.1299739,4.57123,9.741867,4.406613,1.5334775,8.919833,10.884986,8.474388,7.237953,8.845414,2.8250504,3.3439534,6.0953884,4.559159,3.3718266,36
9df9fa44d52813c90ed00b72,1.4054152,4.4436626,9.385812,3.8892965,1.5566798,9.140199,10.601705,9.130933,7.1527133,8.751319,2.8084242,3.1735287,7.013242,4.709409,3.5213745,33
9e6289f0344a9b5c22ce7047,1.7603234,3.8572025,9.411312,4.2588906,1.5920136,8.738743,10.35174,9.615722,7.1213074,8.97002,3.465635,3.4546785,6.5235314,4.664043,3.3352957,43
9eb41179760a81d7ae5dc35b,1.0000931,3.9989407,9.942368,3.9072778,1.5573578,7.93775,10.652769,9.21855,6.9554358,8.820249,3.6318305,3.1418097,5.7024183,5.2448397,3.5739076,6
9ef3de8e2e06d1bf1d674ba2,0.791915,4.454557,9.375422,3.9341443,0.25013617,8.507492,11.410596,9.132311,6.5600877,9.582495,2.9476972,3.2295127,5.6414557,4.38371,3.0921247,25
a06d9a850de703b35bfb25d1,1.5416647,4.0662923,9.562593,4.4700103,1.6017214,8.830286,10.295019,9.460783,7.066803,8.886496,3.2357297,3.5640986,6.3175206,4.5769353,3.2810032,-1
a0a8bdc81f7832b9345682aa,1.175213,3.7464662,9.518417,4.0568542,1.0589861,8.658147,10.464594,9.43863,6.523207,9.312983,3.6463876,3.512444,5.285916,5.0526047,3.1262665,-1
a109503ffeb3c06b12e17ecb,1.804128,4.197835,9.100645,3.1594653,0.87945855,8.549263,10.87445,9.656486,6.2668962,9.657422,3.1797278,3.179367,5.7717557,4.643124,3.3613105,23
a23d1523ce7ef6adf8245841,1.4504778,4.034835,9.184153,4.6487694,0.39542973,8.133714,10.119506,10.084328,6.934791,10.19697,3.1667593,3.394595,5.82792,4.844833,3.3725739,47
a2cd1d0654018591134c1b98,1.1388075,4.124877,9.482939,4.6131845,1.0514246,8.571823,10.586908,8.98942,6.61846,9.40692,3.0994334,3.4762228,5.1764083,4.3849416,3.1961114,50
a3d55ad3531bda4c864eab88,1.059064,4.4822536,9.221001,4.0783143,0.7521216,8.032901,11.75365,8.799155,7.191423,8.930141,2.3325024,3.0535753,5.7078485,4.7312303,3.79195,53
a3de4c77ab9fc130ba7f34c7,1.9803501,4.303176,8.946234,3.105817,0.78230816,8.535287,10.82449,9.8190565,6.262373,9.779331,2.9845667,3.0641072,5.8871,4.501276,3.4695635,23
a4b4cd2e8054260fddda6c9a,1.3961598,4.581174,9.405349,3.8767085,1.4124366,9.206573,10.156242,9.435186,6.9869685,8.611352,2.4278977,2.9111621,7.2520437,4.642482,3.7732575,34
a66d345b5c483feff955ed9d,1.4633962,4.317592,9.7814455,4.7580585,1.1476492,8.434905,9.973104,9.525402,6.882094,9.385747,2.7097557,3.562281,5.8397765,4.598727,3.5865788,-1
a731ef632bc954692c1b33e5,2.03918,4.23004,9.014238,3.2100236,0.8742302,8.563975,10.646208,9.8865185,6.2293158,9.657682,3.0290425,3.1394148,5.8391953,4.5319133,3.4411197,23
a8c3271c6491b33e17df7f0d,1.3607843,3.627978,9.430046,3.9582133,0.37127632,8.075944,9.510067,10.544887,5.9087763,9.81929,3.1903963,3.1370053,5.6262655,5.058374,3.5925171,27
a94c252b6a951efc2834ab3d,1.205909,4.2877626,9.316637,4.2616105,0.7557154,8.128026,10.490084,9.707833,6.8600993,9.989688,3.2742302,3.2433956,5.8780074,4.5286055,3.3757105,-1
a9b77a56cdcba8f8ca7b0d70,1.9436835,4.0283527,9.066067,3.9665556,1.225144,9.90333,9.751415,9.719648,6.5740147,9.233018,3.189895,3.7221763,5.6258116,5.0164604,3.038207,10
aa4f6e195c7325e86d4c4b8f,1.2383332,4.6517763,9.850095,4.539105,1.2893647,8.736788,10.532435,8.956362,7.138303,9.044703,2.635084,3.401374,6.136931,4.5649147,3.4530811,37
aaefac24e4d4dad94bb04b67,1.2676466,4.8147197,9.557641,4.8554606,0.5457989,9.188412,9.651913,9.6261425,6.853526,10.111389,2.846175,3.5700417,5.713408,4.437032,3.0918553,42
ab287b3f7adb730b5d1b303c,1.16101,3.9244583,9.384814,4.38784,1.1811103,8.896356,10.808428,8.841598,6.634645,9.001597,3.04043,3.4987543,5.43912,4.4996,3.2336342,54
ab798e4b9b2f0b69d0ca1bf6,1.4987967,3.8417695,9.497757,4.6254587,1.0008008,7.715948,9.970487,10.228153,6.8175354,9.442632,3.2673032,2.866497,6.027808,4.3393188,3.8915782,20
abb6dc94f3d2733c4237c544,1.226185,4.296593,9.192072,3.8577843,1.102159,8.595495,10.075415,9.856575,6.593466,8.825794,2.590865,2.6946146,6.743456,4.43337,3.8612616,29
ad098b0fed0f49e880d2f36f,1.6206436,4.572008,9.298348,3.5025954,1.3985912,9.150015,10.23348,9.578287,6.843195,8.384011,2.2109525,2.7440045,7.3971357,4.9062,3.9704118,34
adc480ccf0d672ec93761ca7,1.3801467,3.8914328,8.795768,3.1628711,1.5251595,9.504599,10.734949,9.638687,7.0464034,9.243939,3.7466152,3.6531298,7.2119174,5.2526813,3.0117488,7
af041adb27400f575076c637,1.4418147,4.530802,9.335284,3.7735825,1.4240993,9.250484,10.086319,9.514919,6.9217896,8.512305,2.4084554,2.8269587,7.3157554,4.6728024,3.8365133,34
af07c7669f4bc2ddb5f13d02,1.1075734,4.410648,9.769884,4.828336,1.0286098,8.656745,10.159904,9.336809,6.925332,9.495944,2.9945595,3.573731,5.8060555,4.493933,3.2413838,-1
b28018c0ecd538d357bbb320,1.3802006,4.2095304,8.92772,3.8057377,0.5575789,8.115697,10.804031,9.710313,6.4797306,9.701876,2.81735,3.0128772,5.759979,4.347825,3.588814,18
b302b3b43d56f822ce496c2c,1.2657946,3.964716,9.3380575,4.4849505,1.0635487,8.488171,11.336432,8.671746,7.1083856,9.1848345,3.063799,3.4866223,5.4238534,4.7401857,3.2986186,54
b37ce4fa957ed8f833b60531,1.2701966,3.2873306,9.793816,3.9004,1.2010128,7.98851,10.589939,9.602764,6.3068323,9.454777,4.2457747,3.8288233,4.735539,5.587918,2.9134629,22
b3ceaf06bde221c3585707ed,1.2128818,3.94299,9.30645,4.6371884,0.8332306,8.261393,11.171921,8.972097,7.2518516,9.426587,3.0267293,3.4261992,5.6257515,4.8087277,3.4290035,-1
b4574c3d5c0b54558dadd9ed,1.6870098,3.9228277,9.313005,4.46893,0.88057476,8.975575,10.749074,9.001707,6.7179565,9.391639,3.1306765,3.3671741,5.490528,4.4655285,3.1413605,-1
b4d02f1621917bbe72275d54,1.4629481,4.038699,8.8870945,3.2577853,1.335564,9.162748,10.874227,9.538654,6.9775133,9.289707,3.4800115,3.4675353,6.8483567,5.0676255,3.19786,7
b59741b76e4246ffe7c95ca0,0.9527832,3.6273878,9.336578,4.7270412,0.021347223,7.953033,9.773319,10.422604,6.426111,9.991971,3.1541169,3.1613266,5.7768245,4.8601017,3.5766485,38
b5becb58da17afe0bdd95120,1.1620413,3.921281,9.350742,4.488532,0.7178096,8.942934,10.912414,8.848143,6.554881,9.248231,3.144326,3.234463,5.4214807,4.2797413,3.0956686,51
b5c1fd817eddee3760e259f3,1.8092667,4.2909236,8.978394,3.1321428,0.8404601,8.508909,10.924063,9.746733,6.4465365,9.717073,3.0725086,3.1374018,6.0142436,4.667792,3.4380941,23
b668491c1fd9540a83d92bbf,0.65325385,4.21182,9.546883,4.7358184,1.0618565,8.471377,10.831141,9.274801,7.020595,9.246847,3.4304578,3.4345741,5.9618616,4.104112,3.0404248,35
b6aa8d567b5f6ad0daafd72a,1.2644845,3.654864,9.504771,3.9799027,0.36688918,8.062106,9.547851,10.488098,5.840609,9.851461,3.190485,3.089972,5.5851636,4.954,3.600229,27
b7ee6e864cb28aba058c0c95,1.5395818,3.8113997,9.546115,4.601883,1.0335495,7.67498,9.913031,10.264156,6.781801,9.373888,3.243317,2.727123,6.140112,4.3016734,4.0073075,20
b8c2bdebcb323431007b6b20,1.2823027,4.056802,9.259387,3.4343123,0.82801193,8.189323,10.94666,9.716263,6.606143,9.913888,3.6319287,3.3678453,5.758087,4.9419436,3.2088926,22
b9184225d8422f5986bf1a9e,1.1907393,3.9366288,9.521257,3.5955536,1.0371791,8.354361,10.795507,9.545392,6.4597225,9.583342,3.7476888,3.5897555,5.3841567,5.129329,3.0356467,21
b93c54ab462c155ffae8b647,1.0494125,4.1886,9.499374,4.5310917,1.0953401,8.461079,10.562649,9.1052065,6.513899,9.495336,2.984275,3.7098045,5.125941,4.432835,3.2039497,50
b9b0f19598977812933ad213,0.9145816,4.169037,9.61372,4.9979467,0.78420067,8.025575,10.527537,9.5406475,7.3927994,9.589287,3.3007057,3.3757777,5.76899,4.7490373,3.3711,39
b9c0f1fae25857efd2c21004,1.3078638,4.438345,9.430608,4.305425,0.8765103,9.095124,10.961728,8.77792,7.14677,8.878873,2.5373938,3.2660222,6.168824,4.8582387,3.3890445,56
ba0ac122777d3847259c9c10,0.9714426,3.8118863,9.479591,4.678156,0.25895208,8.139307,9.752109,10.2347355,6.44033,9.90422,3.1181319,3.242955,5.7819514,4.7993946,3.4993782,38
bb4dedda66409d4f04a86ff0,1.5202823,3.7814455,9.406208,3.4077108,1.1812804,8.501709,10.804221,9.49157,6.277461,9.397174,3.77589,3.5309184,5.261387,5.0392966,3.0876377,21
bb6044887738cdc714a3d591,1.3089017,4.3119893,9.880643,4.756105,1.4756788,8.70495,10.25129,9.161131,7.1139402,9.098933,3.2834299,3.2580857,6.2364726,4.1926756,3.317639,44
bb6b60756cbcc7713e6f18dd,1.1362042,4.63511,9.963502,4.3483315,1.3187925,8.604979,10.490394,9.065641,6.9566417,8.967794,2.7319736,3.3019826,6.145591,4.533784,3.4812257,37
bc50ebedb08db3571fc1ec90,1.1598372,4.271996,9.159991,3.9070964,1.0027366,8.474168,10.12661,9.850822,6.509828,8.818806,2.523645,2.6140802,6.595502,4.339653,3.9048476,29
bd3f87b7ae2c24c8968327e1,1.7861285,4.2594304,9.148119,3.1878867,0.77013576,8.500651,10.690418,9.7921295,6.1493635,9.682048,3.0110264,3.0175946,5.942019,4.500254,3.4912577,23
bdd41d9426caa9865457a99c,1.9631289,4.331729,8.929876,3.0742545,0.75161695,8.511593,10.884789,9.801258,6.2980666,9.794804,2.9655874,3.0650787,5.928444,4.516556,3.4724305,23
be074da4ab76d9b4d8fc0be7,1.3937839,3.9070895,9.440891,4.9167485,0.85424244,8.545663,10.775412,8.935401,7.1285925,9.404873,2.837065,3.5905738,5.4672947,4.886936,3.4050283,55
be404a90e81fbc14bedf4da2,1.475124,4.6017737,9.268709,3.911681,1.0152619,8.635213,11.064449,9.091252,7.119404,9.195204,2.5083075,3.0222836,6.371163,4.629657,3.6816156,12
be45ad6d9933af11a87eeb6a,0.8542605,4.245639,9.474734,3.939303,0.4313245,8.613482,10.779558,9.571222,6.4336524,9.7387295,3.3827934,3.40781,5.6641426,4.665266,2.9679244,25
be473c5768f456d75f7eec58,1.0198104,3.7154903,9.161377,4.583126,-0.10039957,8.082846,9.968913,10.345841,6.3238864,10.094147,3.070318,3.082413,5.8006353,4.6487136,3.459466,38
bec8edba0151e6e74595eb77,1.2879493,4.264554,9.750336,3.893974,0.9795486,8.190543,10.007396,9.744835,6.244436,9.522122,2.9867854,3.018156,5.776833,4.4987926,3.7230704,-1
bfe021d919473cad490ce29b,1.3209563,4.5316057,9.330612,3.5975528,1.2915969,8.555844,10.823154,9.334302,6.935267,8.449949,2.2026455,2.7722666,6.831676,4.825009,4.0055165,32
bff4eb1dc4b87f01232f42dd,1.0408132,4.515451,9.606047,4.2116637,1.2683651,9.028727,10.05504,9.339637,6.8692384,8.767102,2.7413568,2.8918717,6.630518,4.4686575,3.6715212,-1
c01db870d64043adbb604f18,1.6014316,3.933248,9.452071,3.4776123,1.0741658,8.470747,10.36886,9.757391,6.175713,9.4806795,3.4453604,3.2129993,5.645834,4.774428,3.3923628,30
c0bb12f1b476d17d2e252380,0.9323687,4.1477895,9.297131,4.3299155,0.6765483,8.506393,10.650406,9.767867,7.015609,9.8196535,3.4574666,3.6148195,5.9510565,4.8053017,3.0430663,17
c0ccf738dce4207272c68a37,1.3363233,4.0446587,9.270314,4.365327,0.80561656,8.722031,10.460366,9.252064,6.6899357,8.874303,2.4988177,2.9552968,5.784287,4.624134,3.714106,-1
c1a104f20c8769cca23c6ac8,0.88495153,4.6081862,9.41252,5.035475,0.43405676,8.518092,10.4708605,9.41116,7.4350505,9.576795,2.3870919,3.393293,5.927092,4.740155,3.540278,41
c1c76fa39976a97e68a29948,0.8552466,4.569853,9.639429,4.249684,0.4163169,8.776872,10.089519,9.786288,6.4045105,10.464013,3.4897122,3.73281,5.514884,4.637187,2.7671015,14
c1fdf3f2f10d30f67e79d820,1.1618022,3.2868402,9.711347,3.8354414,1.1856124,8.013785,10.73214,9.514148,6.4144206,9.491738,4.2646084,3.7299962,4.8350854,5.5805845,2.9979455,22
c214d8da53d43d731cbce7dd,1.0823807,4.092821,9.380768,4.648415,1.4016267,8.541621,10.6353245,8.946449,6.6588864,9.279516,3.0219421,3.751181,5.097525,4.298184,3.2752545,50
c4a640aa2ea3b29c61936559,0.98905337,3.8433292,9.350993,4.576254,0.09469678,8.177749,10.130956,10.011921,6.403296,9.914195,3.0673456,3.1815338,5.666559,4.6845093,3.4003294,38
c4eb201106b6da7916860527,0.9504251,4.49532,9.535575,4.5455585,0.79500055,8.931983,10.355075,9.099327,6.865251,9.459742,2.9914916,3.1784656,5.817195,4.337118,3.2493944,46
c58583e798ce39284561c288,1.9428852,4.092387,9.266694,3.5445914,1.2551801,8.290062,11.497025,9.256238,6.7088337,8.915986,3.1767738,3.6677973,5.123968,5.0829444,3.165113,-1
c5cf4fe6160e53f1b9a52f93,1.9988562,4.2869453,8.930424,3.1265874,0.7702732,8.498751,10.784212,9.863911,6.253838,9.792103,3.0030553,3.0909884,5.857593,4.5109806,3.4651656,23
c5fadb32a8ccafa60fb7570d,0.9467069,3.8276806,9.797525,4.5778193,0.9579707,8.235942,10.3074465,9.677638,6.8384657,9.680735,3.960129,3.7338839,5.3446717,5.044442,2.9612303,-1
c67c5e453d573f678f176ef6,0.85893667,4.4956045,9.309894,3.8836565,0.19365068,8.408032,11.537221,9.130492,6.591623,9.584192,2.8254392,3.1846626,5.589298,4.4158587,3.1870923,25
c77b2f69e1c2ed2a50fc931f,1.440841,4.5051284,9.7744055,4.938421,1.0679278,8.745044,10.113795,9.328159,7.1225657,9.393196,2.557499,3.4187229,6.1736703,4.50552,3.5337224,37
c7dd226cb221803ffc39a05d,0.8573754,3.6032274,9.90234,4.2041545,1.0111877,8.211666,10.149162,9.544402,6.000287,9.261983,3.638615,3.7110403,4.782518,5.1895604,3.006396,-1
c833ea9591df0188eefb841f,1.3884339,3.6009607,9.313897,4.4444675,1.031715,8.589228,10.456831,9.608206,7.157848,9.430239,3.626732,3.5634294,5.9775767,5.1268845,3.2700024,-1
c83b992a138bfb597f911c70,0.95648676,3.97239,9.660154,4.1146965,1.0160899,8.599572,10.505369,9.288257,6.36976,9.180172,3.3281436,3.5017774,5.488837,4.8432455,3.0991297,-1
c88f2e6c3f9eaed29c3f7a26,0.54108673,4.1793714,9.609064,4.8933554,1.1726981,8.386946,10.7227955,9.367746,7.030102,9.203075,3.4997528,3.5617228,5.8622794,4.071951,3.0033596,35
c90ffc0bb9d1a9da41fe1b9b,1.2075486,3.9777832,9.314432,4.626291,0.8579662,8.261204,11.198363,8.939578,7.2421045,9.3932,2.9897728,3.428458,5.6003733,4.7865486,3.4344256,-1
ca0e7ae784bf531032ba9160,2.1061783,4.136101,9.246225,4.0183744,1.3043904,9.118468,10.242447,9.660026,6.6242776,9.2401,3.1568136,3.6217163,5.612948,4.5901303,3.1371148,9
ca5d7c65aff546cf509ea07e,1.4551535,3.9371274,10.084165,3.5882733,1.2048677,8.083397,9.451779,9.839356,5.4075108,9.169889,2.9654443,2.1406798,5.812539,4.4221168,4.3783484,28
cc40a4441623edd1a271928e,1.2552485,3.2401013,9.789214,4.044513,1.2722555,7.9684577,10.362181,9.767653,6.352838,9.371231,4.3179526,3.7456563,4.8817453,5.4768047,2.9890945,22
ccc782d8d816ce6801d77df4,1.1908737,4.0485973,9.300765,3.5305345,0.8574592,8.23368,11.038234,9.58374,6.7128253,9.842798,3.672072,3.4622958,5.7100177,5.020259,3.1331935,22
cd1567b0bdf056fe15c3a69b,1.4442884,4.602342,9.4117775,3.8556614,1.4203085,9.047649,10.459397,9.305099,7.1070385,8.736744,2.476305,3.0026064,7.168118,4.6854563,3.7277596,33
ce6178a919a0f4f4334e4ed1,1.6137112,4.170721,8.358407,4.6826305,1.1263448,9.232609,8.358797,10.424563,6.6677856,6.6154885,0.497237,1.9133162,7.086201,3.8508198,4.7315307,1
cf16a4504f8d0c924545b40f,0.31092203,4.9699206,10.077085,5.014266,0.67983764,9.383412,9.667377,9.271666,6.9458003,9.561326,2.9992232,3.7349644,5.918416,4.3218274,2.9048228,45
