doc_id,u0,u1,u2,u3,u4,u5,u6,u7,u8,u9,topic_cluster
00150c52885a970269e931f5,4.434955,4.8914914,-1.3105443,1.575608,7.5902023,3.887973,3.1378822,6.2216697,5.824406,5.400229,-1
024456928cc8ca0eeed8aaa0,4.9759936,5.607795,-1.2257547,1.7772686,7.8706694,4.084531,3.435515,6.1582074,5.42435,4.82275,-1
03827740a0dd016fcd0fa2f4,4.691367,4.7781305,-1.254959,1.5949382,7.7101808,3.6099162,3.3578353,6.4369345,5.456849,5.623675,8
03b34133b276b6c7a5b48637,4.962899,5.511164,-1.4721916,2.2008157,7.5908237,4.1506653,2.8603787,5.863486,6.3134785,5.6582675,-1
03dbd8c580b42d969ac46a74,5.5173507,5.5786896,-1.5788454,1.8157544,7.281796,4.1332726,2.8425844,6.3999577,5.5848255,4.992469,10
04d5789244416c5b83b83153,4.601639,5.6077976,-0.6656305,1.2465323,6.7486567,3.982695,2.7090094,6.4764166,5.3194447,4.872306,4
05a1aea8b9ae0c5fcd1c5c1f,4.0458865,4.147261,-1.254377,0.9160433,7.4887395,4.0365396,3.4328408,7.192511,5.453155,3.372838,2
05c6f341e002be4f02f60176,4.404181,4.7038383,-1.4427453,1.3757776,7.5934176,3.842166,3.1339176,7.5419574,5.164632,4.0345755,2
08622aeeed2dfcddc86a6955,4.941956,5.446998,-1.424504,2.1516852,7.6689353,4.092213,2.9408872,5.9280586,6.2300906,5.568624,-1
086a7ba127d2c8ec3ba15da2,4.8491344,5.5302973,-0.765526,1.5836535,6.9247932,3.9399996,2.4936206,6.3244624,4.9992194,4.808166,4
08f3035bd2494d8530094be8,5.5396376,5.055435,-1.0274407,2.2979481,8.359887,3.45079,2.5558121,5.9552374,6.0595737,4.8773093,9
09b0df9406191ebd58cd8f38,4.361089,5.7201777,-1.1029582,1.5160366,8.195998,4.1045094,3.530569,6.56323,5.6525564,4.178977,3
0a21295bda9c67e71be0f72f,4.2584677,5.2744365,-1.0710006,1.301978,8.1588545,3.7830951,3.361992,6.6943917,5.909154,4.4214487,3
0b0ffb6c3dbc731eea71b9af,4.116851,4.951074,-1.3088673,1.4468168,7.6534214,3.8263104,3.277761,7.237018,4.8268766,4.8447714,5
0b5ec6d10137c8805078f9d7,3.8127918,4.915497,-0.936997,1.8466697,7.6461935,3.8594337,2.5227659,6.61635,5.24062,4.9237056,6
0bc6b8f72ec1a7abbf72802d,4.044482,4.756694,-0.99941766,1.6176648,7.61689,3.567831,2.4442616,6.7859163,5.757234,5.6006756,8
0f920d4dfc172e207f8407b9,5.1170692,5.2107677,-1.2425387,2.3449411,7.4556856,4.4507246,3.5350142,6.239404,4.951112,5.1267934,7
11a420b1ae09808d64d32948,4.37624,4.46921,-0.696111,1.1955274,7.11643,3.791166,3.1284153,7.1825404,5.6877313,4.744046,2
